-1,1.0929937
0,2.2155895
1,4.211602
2,6.37308
3,8.621514
4,10.273504
5,11.835172
6,13.700826
7,15.114566
8,17.099514
9,17.518045
10,20.249336
11,20.898079
12,22.287159
13,24.364912
14,26.732626
15,25.612135
16,27.257767
17,28.59527
18,29.668596
19,31.678421
20,31.058641
21,33.028572
22,34.323742
23,33.23221
24,35.931175
25,36.77313
26,34.840195
27,40.83871
28,39.958904
29,40.607243
30,39.933544
31,44.126316
32,42.677193
33,44.303032
34,47.678715
35,47.81783
36,48.13107
37,46.532467
38,50.42487
39,48.816753
40,52.07143
41,57.39375
42,55.35065
43,56.143837
44,55.62963
45,60.208954
46,60.16529
47,55.837208
48,57.241756
49,61.612244
50,56.94
51,54.347828
52,63.863636
53,65.53409
54,67.386665
55,72.71831
56,68.21176
57,67.0137
58,75.67242
59,70.477776
60,74.47541
61,65.04615
62,63.177418
63,74.803925
64,76.44643
65,68.66038
66,77.08696
67,84.74468
68,84.77778
69,74.081635
70,79.67742
71,87.083336
72,76.05556
73,77.4359
74,79.7
75,80.77778
76,73.708336
77,78.63333
78,103.77419
79,90.42857
80,84.833336
81,98.76471
82,98.82609
83,92.57692
84,97.65
85,95.04762
86,56.1875
87,78.166664
88,79.25
89,86.72727
90,113.3
91,96.47619
92,92.333336
93,82.92308
94,85.0
95,92.588234
96,102.2
97,109.75
98,115.2
99,95.38461
100,110.42857
101,123.45
102,82.4
103,84.76923
104,95.545456
105,98.916664
106,87.0
107,122.75
108,134.0
109,75.44444
110,133.77777
111,99.1
112,109.75
113,114.0
114,87.666664
115,100.0
116,108.7
117,149.71428
118,197.25
119,220.0
120,92.5
121,150.5
122,119.5
123,73.0
124,116.666664
125,111.666664
126,175.66667
127,105.666664
128,154.33333
129,94.5
130,112.4
131,88.0
132,137.0
133,179.4
134,110.333336
135,333.0
136,177.25
137,233.25
138,214.5
139,121.166664
140,110.75
141,140.4
142,170.6
143,149.4
145,109.666664
146,251.0
147,210.0
148,165.5
149,49.0
150,213.0
151,154.33333
152,80.5
153,91.0
154,109.75
155,223.66667
156,82.5
157,68.0
158,137.5
159,359.0
160,31.0
161,142.0
162,122.0
163,37.333332
164,215.0
165,139.75
166,93.333336
167,253.0
168,166.5
169,153.0
170,57.0
171,101.0
172,135.5
174,176.5
175,90.0
176,63.0
177,153.0
179,99.0
181,74.25
183,114.333336
185,196.0
187,35.0
188,121.0
189,69.333336
192,38.0
193,224.0
194,134.0
195,254.0
196,87.0
198,153.0
199,171.0
201,177.66667
202,182.0
203,86.0
204,253.5
206,38.0
207,91.0
208,163.0
211,204.0
214,72.0
216,148.0
219,377.0
221,66.0
224,183.0
225,107.0
227,153.5
229,116.0
232,89.5
234,56.0
251,123.0
253,234.0
261,366.0
262,271.0
269,723.0
287,588.0
289,184.0
291,57.0
298,239.0
299,107.0
306,156.0
313,289.0
380,532.0
399,558.0
418,188.0
445,77.0
554,112.0
1579,262.0
