0,8.622472
1,8.827748
10,11.965898
11,11.360464
12,11.359057
13,10.980923
14,10.898476
15,10.852668
16,11.032838
17,11.0223
18,10.893913
19,10.324027
2,9.18271
20,10.002985
21,9.460539
22,8.767188
23,8.30818
3,9.77539
4,10.821193
5,11.432638
6,11.769522
7,11.320075
8,10.980823
9,11.318399
